 State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name,Nitrogen,Phosphorus,Potassium,Boron,Iron,Zinc,Copper,Sulphur,Organic Carbon,Soil pH,Soil Salinity,Manganese,Temperature_°C,Updated_Nitrogen,Phosphorus,Updated_Potassium,Updated_Boron,Updated_Iron,Updated_Zinc,Updates_Copper,Updated_Sulphur,Updated_Organic Carbon,Updates_Soil pH,Updates_Soil Salinity,Updated_Manganese
Haryana,Jind,6/4/2025,2025,6,15.13019,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Jind,6/6/2025,2025,6,14.68392,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Jind,6/17/2025,2025,6,16.38636,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Jind,6/19/2025,2025,6,16.2848,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Jind,6/21/2025,2025,6,15.51274,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Jind,6/23/2025,2025,6,14.9572,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.9,<372.4 kg/ha,9.1−22.75 kg/ha,102 to >238 kg/ha,>0.46 ppm,>3.65 ppm,<0.59 to >0.59 ppm,>0.2 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.76 dS/m,>1.9 ppm
Haryana,Kaithal,6/2/2025,2025,6,15.23962,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/6/2025,2025,6,14.23491,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/10/2025,2025,6,13.2822,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/14/2025,2025,6,12.63062,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/15/2025,2025,6,12.59125,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/17/2025,2025,6,15.10542,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/19/2025,2025,6,17.14227,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/24/2025,2025,6,19.02823,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Kaithal,6/29/2025,2025,6,17.41371,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.6,<361.2 kg/ha,<8.88 to 22.2 kg/ha,99 to >231 kg/ha,>0.44 ppm,<3.42 to >3.42 ppm,>0.59 ppm,>0.19 ppm,>8.2 ppm,0.4−0.6%,>7.5−8.5,0−1.78 dS/m,>1.84 ppm
Haryana,Karnal,6/2/2025,2025,6,16.68409,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.2,<358.4 kg/ha,8.85 to >22.12 kg/ha,98.64 to >230.16 kg/ha,>0.44 ppm,>3.38 ppm,>0.62 ppm,>0.19 ppm,>8.2 ppm,0.4−0.59%,>7.5−8.5,0−1.76 dS/m,>1.84 ppm
Haryana,Karnal,6/11/2025,2025,6,13.23649,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.2,<358.4 kg/ha,8.85 to >22.12 kg/ha,98.64 to >230.16 kg/ha,>0.44 ppm,>3.38 ppm,>0.62 ppm,>0.19 ppm,>8.2 ppm,0.4−0.59%,>7.5−8.5,0−1.76 dS/m,>1.84 ppm
Haryana,Karnal,6/20/2025,2025,6,15.34737,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.2,<358.4 kg/ha,8.85 to >22.12 kg/ha,98.64 to >230.16 kg/ha,>0.44 ppm,>3.38 ppm,>0.62 ppm,>0.19 ppm,>8.2 ppm,0.4−0.59%,>7.5−8.5,0−1.76 dS/m,>1.84 ppm
Haryana,Karnal,6/27/2025,2025,6,21.23956,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.2,<358.4 kg/ha,8.85 to >22.12 kg/ha,98.64 to >230.16 kg/ha,>0.44 ppm,>3.38 ppm,>0.62 ppm,>0.19 ppm,>8.2 ppm,0.4−0.59%,>7.5−8.5,0−1.76 dS/m,>1.84 ppm
Haryana,Kurukshetra,6/6/2025,2025,6,15.5421,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/11/2025,2025,6,13.6147,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/13/2025,2025,6,12.96813,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/17/2025,2025,6,13.05262,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/19/2025,2025,6,16.19564,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/20/2025,2025,6,15.75268,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/22/2025,2025,6,15.06592,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/29/2025,2025,6,23.43154,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Kurukshetra,6/30/2025,2025,6,22.21178,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,0.50-0.75%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.4,<361.2 kg/ha,<8.9 to 22.25 kg/ha,99.36 to >231.84 kg/ha,<0.44 to >0.44 ppm,>3.42 ppm,>0.61 ppm,>0.19 ppm,>8.3 ppm,0.41−0.61%,>7.5−8.5,0−1.76 dS/m,>1.86 ppm
Haryana,Mahendragarh,6/3/2025,2025,6,15.16161,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,<10 to >10 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,<2.0 to >2.0 ppm,33.3,<369.6 kg/ha,9.3 to >23.25 kg/ha,105 to >245 kg/ha,>0.45 ppm,>3.65 ppm,<0.55 to >0.55 ppm,>0.19 ppm,<8.6 to >8.6 ppm,<0.43%,Mixed: <4.5−8.5,0−1.85 dS/m,<1.88 to >1.88 ppm
Haryana,Mahendragarh,6/7/2025,2025,6,15.23052,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,<10 to >10 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,<2.0 to >2.0 ppm,33.3,<369.6 kg/ha,9.3 to >23.25 kg/ha,105 to >245 kg/ha,>0.45 ppm,>3.65 ppm,<0.55 to >0.55 ppm,>0.19 ppm,<8.6 to >8.6 ppm,<0.43%,Mixed: <4.5−8.5,0−1.85 dS/m,<1.88 to >1.88 ppm
Haryana,Mahendragarh,6/13/2025,2025,6,11.86039,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,<10 to >10 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,<2.0 to >2.0 ppm,33.3,<369.6 kg/ha,9.3 to >23.25 kg/ha,105 to >245 kg/ha,>0.45 ppm,>3.65 ppm,<0.55 to >0.55 ppm,>0.19 ppm,<8.6 to >8.6 ppm,<0.43%,Mixed: <4.5−8.5,0−1.85 dS/m,<1.88 to >1.88 ppm
Haryana,Mahendragarh,6/18/2025,2025,6,20.33533,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,<10 to >10 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,<2.0 to >2.0 ppm,33.3,<369.6 kg/ha,9.3 to >23.25 kg/ha,105 to >245 kg/ha,>0.45 ppm,>3.65 ppm,<0.55 to >0.55 ppm,>0.19 ppm,<8.6 to >8.6 ppm,<0.43%,Mixed: <4.5−8.5,0−1.85 dS/m,<1.88 to >1.88 ppm
Haryana,Mahendragarh,6/20/2025,2025,6,16.8282,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,<10 to >10 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,<2.0 to >2.0 ppm,33.3,<369.6 kg/ha,9.3 to >23.25 kg/ha,105 to >245 kg/ha,>0.45 ppm,>3.65 ppm,<0.55 to >0.55 ppm,>0.19 ppm,<8.6 to >8.6 ppm,<0.43%,Mixed: <4.5−8.5,0−1.85 dS/m,<1.88 to >1.88 ppm
Haryana,Nuh,6/9/2025,2025,6,13.55218,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/17/2025,2025,6,14.69029,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/18/2025,2025,6,22.14162,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/19/2025,2025,6,19.74851,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/20/2025,2025,6,18.42107,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/25/2025,2025,6,16.84907,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/26/2025,2025,6,16.19627,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Nuh,6/29/2025,2025,6,15.37919,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,0.50-0.75%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,34,<375.2 kg/ha,9.28 to >23.2 kg/ha,104.4 to >243.6 kg/ha,<0.47 ppm,>3.78 ppm,>0.57 ppm,<0.2 to >0.2 ppm,>8.8 ppm,0.43−0.65%,>6.5−8.5,0−1.8 dS/m,>1.92 ppm
Haryana,Palwal,6/3/2025,2025,6,16.51846,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.8,<372.4 kg/ha,9.2 to >23 kg/ha,103.2 to >240.8 kg/ha,>0.46 ppm,>3.73 ppm,>0.58 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Palwal,6/5/2025,2025,6,16.14129,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.8,<372.4 kg/ha,9.2 to >23 kg/ha,103.2 to >240.8 kg/ha,>0.46 ppm,>3.73 ppm,>0.58 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Palwal,6/7/2025,2025,6,15.34199,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.8,<372.4 kg/ha,9.2 to >23 kg/ha,103.2 to >240.8 kg/ha,>0.46 ppm,>3.73 ppm,>0.58 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Palwal,6/9/2025,2025,6,14.69473,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.8,<372.4 kg/ha,9.2 to >23 kg/ha,103.2 to >240.8 kg/ha,>0.46 ppm,>3.73 ppm,>0.58 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Palwal,6/10/2025,2025,6,14.42496,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.8,<372.4 kg/ha,9.2 to >23 kg/ha,103.2 to >240.8 kg/ha,>0.46 ppm,>3.73 ppm,>0.58 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
