 State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name,Nitrogen,Phosphorus,Potassium,Boron,Iron,Zinc,Copper,Sulphur,Organic Carbon,Soil pH,Soil Salinity,Manganese,Temperature_°C,Updated_Nitrogen,Phosphorus,Updated_Potassium,Updated_Boron,Updated_Iron,Updated_Zinc,Updates_Copper,Updated_Sulphur,Updated_Organic Carbon,Updates_Soil pH,Updates_Soil Salinity,Updated_Manganese
Haryana,Ambala,6/26/2025,2025,6,19.56286,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,<120 to 280 kg/ha,>0.5 ppm,>4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.3,<372.4 kg/ha,9.15 to >22.88 kg/ha,<102.6 to 239.4 kg/ha,>0.46 ppm,>3.69 ppm,>0.63 ppm,>0.2 ppm,>8.8 ppm,<0.42%,>7.5−8.5,0−1.73 dS/m,>1.92 ppm
Haryana,Bhiwani,6/3/2025,2025,6,14.49439,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,<4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33.2,<366.8 kg/ha,9.08 to >22.7 kg/ha,102 to >238 kg/ha,<0.45 to >0.45 ppm,<3.51 ppm,<0.55 to >0.55 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.83 dS/m,>1.86 ppm
Haryana,Bhiwani,6/19/2025,2025,6,16.21515,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,<4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33.2,<366.8 kg/ha,9.08 to >22.7 kg/ha,102 to >238 kg/ha,<0.45 to >0.45 ppm,<3.51 ppm,<0.55 to >0.55 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.83 dS/m,>1.86 ppm
Haryana,Bhiwani,6/27/2025,2025,6,14.84677,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,<4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33.2,<366.8 kg/ha,9.08 to >22.7 kg/ha,102 to >238 kg/ha,<0.45 to >0.45 ppm,<3.51 ppm,<0.55 to >0.55 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.83 dS/m,>1.86 ppm
Haryana,Bhiwani,6/29/2025,2025,6,14.03979,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,<0.5 to >0.5 ppm,<4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33.2,<366.8 kg/ha,9.08 to >22.7 kg/ha,102 to >238 kg/ha,<0.45 to >0.45 ppm,<3.51 ppm,<0.55 to >0.55 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.83 dS/m,>1.86 ppm
Haryana,Charki Dadri,6/1/2025,2025,6,11.99299,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/10/2025,2025,6,11.93135,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/14/2025,2025,6,12.71178,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/20/2025,2025,6,14.01512,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/22/2025,2025,6,12.85628,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/25/2025,2025,6,12.49073,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Charki Dadri,6/26/2025,2025,6,12.11369,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,120 to >280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,33,<364 kg/ha,9.12 to >22.8 kg/ha,102.24 to >238.56 kg/ha,>0.45 ppm,<3.6 to >3.6 ppm,<0.56 to >0.56 ppm,>0.19 ppm,>8.6 ppm,<0.42%,>7.5−8.5,0−1.8 dS/m,>1.88 ppm
Haryana,Faridabad,6/1/2025,2025,6,11.64065,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/3/2025,2025,6,12.79664,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/9/2025,2025,6,10.38799,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/11/2025,2025,6,9.774443,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/14/2025,2025,6,9.06003,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/17/2025,2025,6,10.79526,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Faridabad,6/23/2025,2025,6,12.74272,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120 to >280 kg/ha,<0.5 ppm,>4.5 ppm,>0.6 ppm,<0.2 ppm,>10.0 ppm,<0.50%,Mixed: 6.5-8.5,0-1.68 dS/m,>2.0 ppm,34.1,<375.2 kg/ha,9.25−23.12 kg/ha,102 to >238 kg/ha,<0.47 ppm,>3.82 ppm,>0.59 ppm,<0.2 ppm,>8.9 ppm,<0.42%,Mixed: 6.5−8.5,0−1.75 dS/m,>1.94 ppm
Haryana,Fatehabad,6/7/2025,2025,6,14.98476,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Fatehabad,6/11/2025,2025,6,13.91748,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Fatehabad,6/13/2025,2025,6,13.52175,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Fatehabad,6/16/2025,2025,6,13.91755,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Fatehabad,6/17/2025,2025,6,16.25849,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Fatehabad,6/18/2025,2025,6,17.37569,NRSC VIC MODEL,<280 kg/ha,<10 to 25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<369.6 kg/ha,<8.99 to 22.48 kg/ha,>234.64 kg/ha,>0.45 ppm,<3.6 ppm,>0.58 ppm,>0.19 ppm,>8.4 ppm,<0.41%,>7.5−8.5,0−1.78 dS/m,>1.88 ppm
Haryana,Gurugram,6/4/2025,2025,6,13.71296,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/6/2025,2025,6,12.73757,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/10/2025,2025,6,11.27186,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/14/2025,2025,6,10.22871,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/16/2025,2025,6,10.96658,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/19/2025,2025,6,16.07649,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/23/2025,2025,6,13.59756,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/24/2025,2025,6,13.78253,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/26/2025,2025,6,13.00552,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Gurugram,6/30/2025,2025,6,14.71686,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,<120 to 280 kg/ha,<0.5 to >0.5 ppm,>4.5 ppm,<0.6 to >0.6 ppm,<0.2 to >0.2 ppm,>10.0 ppm,<0.50%,Mixed: <4.5-8.5,0-1.68 dS/m,>2.0 ppm,33.9,<378 kg/ha,9.22−23.05 kg/ha,<103.44 to 241.36 kg/ha,<0.47 to >0.47 ppm,>3.87 ppm,<0.58 to >0.58 ppm,<0.2 to >0.2 ppm,>9 ppm,<0.43%,Mixed: <4.5−8.5,0−1.76 dS/m,>1.94 ppm
Haryana,Hisar,6/2/2025,2025,6,18.22444,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<366.8 kg/ha,9.05 to >22.62 kg/ha,>236.6 kg/ha,>0.45 ppm,<3.56 to >3.56 ppm,>0.56 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.81 dS/m,>1.86 ppm
Haryana,Hisar,6/11/2025,2025,6,14.20147,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<366.8 kg/ha,9.05 to >22.62 kg/ha,>236.6 kg/ha,>0.45 ppm,<3.56 to >3.56 ppm,>0.56 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.81 dS/m,>1.86 ppm
Haryana,Hisar,6/14/2025,2025,6,13.28289,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<366.8 kg/ha,9.05 to >22.62 kg/ha,>236.6 kg/ha,>0.45 ppm,<3.56 to >3.56 ppm,>0.56 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.81 dS/m,>1.86 ppm
Haryana,Hisar,6/17/2025,2025,6,21.73504,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<366.8 kg/ha,9.05 to >22.62 kg/ha,>236.6 kg/ha,>0.45 ppm,<3.56 to >3.56 ppm,>0.56 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.81 dS/m,>1.86 ppm
Haryana,Hisar,6/24/2025,2025,6,16.91853,NRSC VIC MODEL,<280 kg/ha,10 to >25 kg/ha,>280 kg/ha,>0.5 ppm,<4.5 to >4.5 ppm,>0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>7.5-8.5,0-1.68 dS/m,>2.0 ppm,32.8,<366.8 kg/ha,9.05 to >22.62 kg/ha,>236.6 kg/ha,>0.45 ppm,<3.56 to >3.56 ppm,>0.56 ppm,>0.19 ppm,>8.5 ppm,<0.41%,>7.5−8.5,0−1.81 dS/m,>1.86 ppm
Haryana,Jhajjar,6/2/2025,2025,6,15.2992,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Jhajjar,6/9/2025,2025,6,13.08687,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Jhajjar,6/11/2025,2025,6,12.56223,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Jhajjar,6/16/2025,2025,6,14.85294,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Jhajjar,6/19/2025,2025,6,18.10671,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
Haryana,Jhajjar,6/21/2025,2025,6,16.65136,NRSC VIC MODEL,<280 kg/ha,10-25 kg/ha,120-280 kg/ha,<0.5 to >0.5 ppm,<4.5 to >4.5 ppm,<0.6 to >0.6 ppm,>0.2 ppm,>10.0 ppm,<0.50%,>6.5-8.5,0-1.68 dS/m,>2.0 ppm,33.4,<369.6 kg/ha,9.18−22.95 kg/ha,102.96−240.24 kg/ha,<0.46 to >0.46 ppm,<3.73 to >3.73 ppm,<0.57 to >0.57 ppm,>0.2 ppm,>8.7 ppm,<0.42%,>6.5−8.5,0−1.78 dS/m,>1.9 ppm
